,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
404,Kota Mataram,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"49,02",-,"67,62","50,27","68,52","76,53",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
405,Kota Bima,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"55,99",-,"65,63","64,43","51,60","79,25",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
406,Kab. Sumbawa Barat,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"58,73",-,"89,25","53,83","66,62","85,83",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
407,Kab. Lombok Utara,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"70,55",-,"70,81","71,82","55,67","66,70",-,Tidak,Tidak,Tidak,Tidak,"75,10",Tidak
408,Provinsi Nusa Tenggara Timur,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"50,92",-,"62,67","59,97","44,29","55,33",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
409,Kab. Alor,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"60,51",-,"74,20","71,70","67,57","71,39",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
410,Kab. Belu,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"62,03",-,"44,21","73,58","62,06","50,66",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
411,Kab. Ende,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"54,51",-,"49,61","66,98","56,49","41,72",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
412,Kab. Flores Timur,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"48,41",-,"63,82","81,69","53,25","66,95",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
413,Kab. Kupang,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"56,33",-,"69,36","60,80","65,16","65,84",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
414,Kab. Lembata,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"51,84",-,"51,14","55,30","49,86","38,83",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
415,Kab. Manggarai,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"53,06",-,"41,22","48,49","67,73","66,19",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
416,Kab. Ngada,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"68,66",-,"78,52","62,66","66,63","67,36",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
417,Kab. Sikka,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"61,34",-,"66,43","70,60","60,02","64,96",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
418,Kab. Sumba Barat,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"61,53",-,"53,66","52,63","42,81","49,29",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
419,Kab. Sumba Timur,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"47,58",-,"60,98","58,07","53,76","67,84",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
420,Kab. Timor Tengah Selatan,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"60,74",-,"58,70","69,16","76,46","61,13",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
421,Kab. Timor Tengah Utara,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"44,90",-,"64,25","74,15","50,34","65,13",-,"70,00",Tidak,Tidak,Tidak,Tidak,Tidak
422,Kota Kupang,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"60,17",-,"53,02","74,04","41,98","57,95",-,Tidak,"69,84",Tidak,Tidak,Tidak,Tidak
423,Kab. Rote Ndao,-,WDP,Terlambat,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"50,02",-,"76,28","56,90","51,00","73,75",-,"70,00",Tidak,Tidak,Tidak,Tidak,Tidak
424,Kab. Manggarai Barat,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"50,48",-,"66,53","81,31","66,99","80,26",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
425,Kab. Nagekeo,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"59,41",-,"74,85","72,14","60,32","72,40",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
426,Kab. Sumba Barat Daya                             ,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"66,39",-,"59,12","51,01","76,79","54,64",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
427,Kab. Sumba Tengah                                 ,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"56,44",-,"53,38","63,30","62,46","68,92",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
428,Kab. Manggarai Timur,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"48,25",-,"47,19","57,39","54,53","74,05",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
429,Kab. Sabu Raijua,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"37,55",-,"50,70","74,72","64,14","69,99",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
430,Kab. Malaka,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"58,90",-,"68,22","72,01","56,04","61,66",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
431,Provinsi Maluku,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,49",-,"40,06","65,75","59,37","57,96",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
432,Kab. Maluku Tenggara Barat,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"54,87",-,"62,78","56,22","55,11","62,57",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
433,Kab. Maluku Tengah,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,51",-,"65,75","44,04","77,07","70,19",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
434,Kab. Maluku Tenggara,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"50,50",-,"46,57","85,57","57,90","72,49",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
435,Kab. Buru                                         ,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"49,78",-,"41,88","56,40","63,77","83,84",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
436,Kota Ambon,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"61,74",-,"62,18","78,57","55,94","65,70",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
437,Kab. Seram Bagian Barat,-,TMP,Terlambat,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"59,03",-,"67,43","54,33","76,96","64,99",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
438,Kab. Seram Bagian Timur,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"63,29",-,"76,65","48,68","67,87","77,60",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
439,Kab. Kepulauan Aru,-,TMP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"59,00",-,"47,94","70,39","54,68","75,50",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
440,Kota Tual,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"49,11",-,"64,10","56,74","51,98","47,48",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
441,Kab. Maluku Barat Daya,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"58,03",-,"45,75","79,73","45,39","66,52",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
442,Kab. Buru Selatan,-,TMP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"52,42",-,"54,37","57,41","71,02","56,98",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
443,Provinsi Papua,-,WTP,Terlambat,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"43,08",-,"50,10","54,36","28,34","50,00",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
444,Kab. Biak Numfor,-,TMP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"36,06",-,"61,31","67,82","56,95","68,31",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
445,Kab. Jayapura,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"53,33",-,"63,55","69,51","60,23","75,51",-,Tidak,"65,84",Tidak,Tidak,Tidak,Tidak
446,Kab. Jayawijaya,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"54,87",-,"59,58","41,82","61,55","65,80",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
447,Kab. Merauke,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,00",-,"52,95","79,42","54,12","69,53",-,"70,00",Tidak,Tidak,Tidak,Tidak,Tidak
448,Kab. Mimika,-,WTP,Terlambat,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"38,48",-,"46,45","59,09","53,47","62,54",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
449,Kab. Nabire,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"44,24",-,"68,74","73,22","52,25","66,32",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
450,Kab. Paniai,-,WDP,Tepat Waktu,e-proc,Tidak e-budgeting,Tersedia,Tidak Memenuhi,-,"47,18",-,"62,55","49,22","81,84","53,54",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
451,Kab. Puncak Jaya,-,WDP,Terlambat,e-proc,Tidak e-budgeting,Tersedia,Tidak Memenuhi,-,"51,48",-,"51,67","49,45","48,23","63,09",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
452,Kab. Kepulauan Yapen                              ,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"53,44",-,"58,49","44,42","54,67","64,98",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
453,Kota Jayapura,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"47,41",-,"69,65","71,71","59,50","82,17",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
454,Kab. Sarmi,-,TMP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"49,28",-,"46,65","62,54","43,84","64,88",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
455,Kab. Keerom,-,WDP,Terlambat,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"42,88",-,"46,55","62,09","71,83","76,83",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
456,Kab. Yahukimo,-,WDP,Tepat Waktu,Belum e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"41,14",-,"44,29","45,75","54,69","61,72",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
457,Kab. Pegunungan Bintang,-,WDP,Tepat Waktu,e-proc,Tidak e-budgeting,Tersedia,Tidak Memenuhi,-,"56,82",-,"71,99","37,27","37,69","64,83",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
458,Kab. Tolikara,-,TMP,Terlambat,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"37,29",-,"52,86","45,61","60,35","59,41",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
459,Kab. Boven Digoel,-,TMP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"52,23",-,"64,01","75,40","56,08","72,69",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
