,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
316,Kab. Minahasa,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,"8.931.023.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"11.835.202.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
317,Kab. Kepulauan Sangihe,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"10.751.602.000,00","10.557.416.000,00","9.779.421.000,00",Tidak,-,Tidak,"11.218.991.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
318,Kota Bitung,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.650.138.000,00","9.809.700.000,00",Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
319,Kota Manado,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"8.685.124.000,00",Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"13.935.814.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,"7.612.849.000,00",Tidak,Tidak,Tidak,"9.085.016.000,00"
320,Kab. Kepulauan Talaud,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,"11.735.422.000,00",Tidak,-,Tidak,Tidak,Tidak,-,"11.835.202.000,00","9.972.436.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
321,Kab. Minahasa Selatan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,"11.735.422.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"11.727.488.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
322,Kota Tomohon,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"9.809.700.000,00","11.911.705.000,00",Tidak,"250.000.000,00",Tidak,"8.434.855.000,00",Tidak,-,Tidak,Tidak,Tidak,-,"10.751.602.000,00",Tidak,"12.224.277.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
323,Kab. Minahasa Utara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,"12.468.886.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"12.417.340.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
324,Kab. Kep. Siau Tagulandang Biaro,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"14.145.150.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"11.348.913.000,00",Tidak,Tidak,-,"11.835.202.000,00","9.972.436.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
325,Kota Kotamobagu,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"12.656.187.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"11.744.290.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
326,Kab. Bolaang Mongondow Utara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.167.631.000,00",Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"10.154.291.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
327,Kab. Minahasa Tenggara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,"8.931.023.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"11.218.991.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
328,Kab. Bolaang Mongondow Timur,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.167.631.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
329,Kab. Bolaang Mongondow Selatan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.338.245.000,00",Tidak,"250.000.000,00",Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"10.595.713.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
330,Provinsi Sulawesi Tengah,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"10.154.291.000,00",Tidak,Tidak,-,Tidak,Tidak,"13.212.326.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
331,Kab. Banggai,-,WTP,Tidak Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
332,Kab. Banggai Kepulauan,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
333,Kab. Buol,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.167.631.000,00",Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,-,"10.154.291.000,00","9.384.370.000,00",Tidak,-,Tidak,"9.972.436.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
334,Kab. Toli-Toli,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
335,Kab. Donggala,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
336,Kab. Morowali,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.828.730.000,00",Tidak,"250.000.000,00",Tidak,Tidak,Tidak,Tidak,-,Tidak,"10.269.351.000,00",Tidak,-,Tidak,Tidak,"10.390.635.000,00",-,"11.212.296.000,00","9.972.436.000,00","14.680.362.000,00",Tidak,-,"11.037.636.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
337,Kab. Poso,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,"10.269.351.000,00",Tidak,"13.935.814.000,00",-,"11.946.224.000,00",Tidak,Tidak,-,"9.966.486.000,00","11.842.268.000,00",Tidak,Tidak,-,"11.727.488.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
338,Kota Palu,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"13.202.350.000,00",-,Tidak,Tidak,Tidak,-,"10.589.391.000,00",Tidak,Tidak,Tidak,-,"11.727.488.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
339,Kab. Parigi Moutong,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,"8.434.855.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak,-,"10.751.602.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
340,Kab. Tojo Una Una,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"7.847.760.000,00",Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"10.154.291.000,00",Tidak,Tidak,Tidak,-,Tidak,"11.842.268.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
341,Kab. Sigi,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,"9.933.698.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"11.037.636.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
342,Kab. Banggai Laut,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"8.685.124.000,00","9.809.700.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"10.595.713.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
343,Kab. Morowali Utara,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
344,Provinsi Sulawesi Selatan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
345,Kab. Bantaeng,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,"13.935.814.000,00",-,"11.946.224.000,00",Tidak,Tidak,-,Tidak,Tidak,"11.744.290.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
346,Kab. Barru,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"10.751.602.000,00",Tidak,Tidak,Tidak,-,"10.589.391.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
347,Kab. Bone,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,"8.931.023.000,00",Tidak,-,"9.608.750.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"9.966.486.000,00","9.972.436.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,"9.341.294.000,00",Tidak
348,Kab. Bulukumba,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.338.245.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,"10.209.297.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"10.595.713.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,"9.298.282.000,00",Tidak
349,Kab. Enrekang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"12.656.187.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"9.966.486.000,00",Tidak,Tidak,-,"11.037.636.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
350,Kab. Gowa,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"14.145.150.000,00",Tidak,"250.000.000,00",Tidak,"9.923.359.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"10.589.391.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
351,Kab. Jeneponto,-,WDP,Tepat Waktu,Menggunakan,Belum Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
352,Kab. Luwu,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,"8.931.023.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"10.154.291.000,00",Tidak,Tidak,-,"10.589.391.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
353,Kab. Luwu Utara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"8.685.124.000,00",Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"9.556.980.000,00","10.557.416.000,00",Tidak,Tidak,-,"11.212.296.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
354,Kab. Maros,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.828.730.000,00","12.656.187.000,00",Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"13.202.350.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
355,Kab. Pangkajene Kepulauan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
356,Kota Palopo,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"7.720.110.000,00",Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
357,Kab. Luwu Timur,-,WTP,Tepat Waktu,Menggunakan,Belum Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
358,Kab. Pinrang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
359,Kab. Sinjai,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
360,Kab. Kepulauan Selayar                            ,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"8.685.124.000,00",Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"9.972.436.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
361,Kab. Sidenreng Rappang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"11.735.422.000,00",-,Tidak,"11.143.939.000,00",Tidak,Tidak,-,"11.212.296.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
362,Kab. Soppeng,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"11.037.636.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
363,Kab. Takalar,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
364,Kab. Tana Toraja,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
365,Kab. Wajo,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.338.245.000,00",Tidak,Tidak,"250.000.000,00",Tidak,"7.938.687.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"10.557.416.000,00",Tidak,-,"11.212.296.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
366,Kota Pare-pare,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
367,Kota Makassar,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.828.730.000,00",Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"12.478.308.000,00",Tidak,-,"11.727.488.000,00",Tidak,-,"8.374.134.000,00","6.798.025.000,00","9.241.394.000,00","9.609.146.000,00",Tidak
368,Kab. Toraja Utara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"11.911.705.000,00","250.000.000,00",Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
369,Provinsi Sulawesi Tenggara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"7.720.110.000,00","9.319.215.000,00",Tidak,Tidak,"250.000.000,00","18.013.591.000,00","8.434.855.000,00",Tidak,-,Tidak,Tidak,Tidak,-,"10.751.602.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
370,Kab. Buton,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.650.138.000,00","9.809.700.000,00",Tidak,Tidak,"250.000.000,00",Tidak,"9.427.191.000,00",Tidak,-,Tidak,Tidak,Tidak,-,"10.751.602.000,00",Tidak,Tidak,Tidak,-,Tidak,"10.595.713.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
371,Kab. Konawe,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"12.656.187.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,"10.269.351.000,00",Tidak,-,"10.751.602.000,00","9.384.370.000,00",Tidak,-,Tidak,Tidak,"14.680.362.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
372,Kab. Kolaka,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.167.631.000,00","8.338.245.000,00",Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"9.966.486.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
373,Kab. Muna,-,WTP,Tidak Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
374,Kota Kendari,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"8.202.617.000,00",Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"9.972.436.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
375,Kota Bau-bau,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"9.319.215.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"10.595.713.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
376,Kab. Konawe Selatan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"8.202.617.000,00",Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"12.468.886.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"11.744.290.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
377,Kab. Bombana,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.338.245.000,00",Tidak,Tidak,Tidak,Tidak,"9.427.191.000,00",Tidak,-,Tidak,Tidak,Tidak,-,"10.751.602.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
378,Kab. Wakatobi,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
379,Kab. Kolaka Utara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.828.730.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
380,Kab. Konawe Utara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"9.319.215.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,"10.911.186.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"11.744.290.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
