,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
63,Kab. Padang Pariaman    ,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
64,Kab. Pasaman    ,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"7.720.110.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,"8.434.855.000,00",-,Tidak,Tidak,Tidak,Tidak,-,"11.348.913.000,00",Tidak,"10.390.635.000,00",Tidak,-,Tidak,"9.972.436.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
65,Kab. Pesisir Selatan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,"8.931.023.000,00",-,Tidak,Tidak,Tidak,"12.468.886.000,00",-,"11.348.913.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
66,Kab. Sijunjung                                    ,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,"9.427.191.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"9.779.421.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
67,Kab. Solok,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,"9.427.191.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
68,Kab. Tanah Datar,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"12.417.340.000,00",Tidak,-,Tidak,Tidak,"9.324.542.000,00",Tidak,Tidak
69,Kota Bukit Tinggi,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.650.138.000,00","9.319.215.000,00","13.400.668.000,00",Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,"11.175.411.000,00",-,"10.154.291.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,"8.874.470.000,00"
70,Kota Padang Panjang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"12.224.277.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
71,Kota Padang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"10.154.291.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"12.417.340.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,"9.238.828.000,00"
72,Kota Payakumbuh,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,"10.269.351.000,00",Tidak,-,"9.556.980.000,00",Tidak,"12.224.277.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,"9.034.586.000,00"
73,Kota Sawahlunto,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
74,Kota Solok,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"8.685.124.000,00","9.809.700.000,00",Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"11.555.571.000,00",-,Tidak,"4.584.763.000,00",Tidak,Tidak,Tidak
75,Kota Pariaman,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,"7.938.687.000,00",Tidak,-,Tidak,Tidak,Tidak,-,"11.348.913.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
76,Kab. Pasaman Barat,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.167.631.000,00",Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
77,Kab. Dharmasraya,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"7.847.760.000,00","11.911.705.000,00",Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
78,Kab. Solok Selatan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"9.779.421.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
79,Provinsi Riau,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"10.751.602.000,00",Tidak,Tidak,Tidak,-,Tidak,"10.595.713.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
80,Kab. Bengkalis,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"7.847.760.000,00",Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,"10.209.297.000,00",Tidak,"11.175.411.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"11.037.636.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
81,Kab. Indragiri Hilir,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,"9.608.750.000,00",Tidak,Tidak,"14.669.277.000,00",-,Tidak,Tidak,Tidak,-,Tidak,"9.972.436.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
82,Kab. Indragiri Hulu,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,"13.202.350.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
83,Kab. Kampar,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,"7.938.687.000,00",Tidak,-,Tidak,Tidak,"9.933.698.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
84,Kab. Kuantan Singingi,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"7.847.760.000,00",Tidak,Tidak,"250.000.000,00",Tidak,"7.938.687.000,00",-,Tidak,Tidak,"11.796.267.000,00","12.468.886.000,00",-,"10.154.291.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
85,Kab. Pelalawan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,"8.931.023.000,00",Tidak,-,Tidak,Tidak,"11.796.267.000,00",-,"11.348.913.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"11.727.488.000,00",Tidak,-,Tidak,"2.072.257.000,00",Tidak,Tidak,Tidak
86,Kab. Rokan Hilir,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"11.037.636.000,00","11.555.571.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
87,Kab. Rokan Hulu,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"13.202.350.000,00",Tidak,-,"10.751.602.000,00",Tidak,Tidak,-,Tidak,"9.972.436.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
88,Kab. Siak,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,"9.427.191.000,00",Tidak,-,Tidak,Tidak,"9.933.698.000,00",-,"9.556.980.000,00",Tidak,Tidak,-,Tidak,Tidak,"14.680.362.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
89,Kota Dumai,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"12.656.187.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"10.751.602.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"13.000.018.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
90,Kota Pekanbaru,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,"11.175.411.000,00",-,"11.946.224.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"12.417.340.000,00",Tidak,-,Tidak,Tidak,Tidak,"9.353.584.000,00",Tidak
91,Kab. Kepulauan Meranti,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"11.348.913.000,00",Tidak,Tidak,Tidak,-,Tidak,"9.972.436.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
92,Provinsi Jambi,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,"10.911.186.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
93,Kab. Batang Hari,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,"10.269.351.000,00",Tidak,"12.468.886.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"13.212.326.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,"8.837.908.000,00"
94,Kab. Bungo     ,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"10.154.291.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
95,Kab. Kerinci,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,"12.010.937.000,00",Tidak,Tidak,-,Tidak,Tidak,"10.390.635.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
96,Kab. Merangin,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
97,Kab. Muaro Jambi,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"7.847.760.000,00",Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"11.735.422.000,00",-,"11.946.224.000,00","9.970.893.000,00",Tidak,-,Tidak,Tidak,"11.744.290.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
98,Kab. Sarolangun,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"13.400.668.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"10.751.602.000,00","10.557.416.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
99,Kab. Tanjung Jabung Barat,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"8.685.124.000,00","7.847.760.000,00",Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"13.946.344.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
100,Kab. Tanjung Jabung Timur,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,"8.434.855.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
101,Kab. Tebo,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,"9.427.191.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"9.970.893.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
102,Kota Jambi,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"7.720.110.000,00",Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"10.557.416.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
103,Kota Sungai Penuh,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,Tidak,-,Tidak,"10.269.351.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
104,Provinsi Sumatera Selatan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.167.631.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,"9.098.853.000,00",Tidak,"9.923.419.000,00"
105,Kab. Lahat,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,"9.427.191.000,00",Tidak,-,"12.010.937.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"13.212.326.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
106,Kab. Musi Banyuasin,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"11.348.913.000,00",Tidak,Tidak,-,"9.966.486.000,00",Tidak,"13.212.326.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
107,Kab. Musi Rawas,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.167.631.000,00",Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"9.966.486.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,"2.291.598.000,00",Tidak,Tidak,Tidak
108,Kab. Muara Enim,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"7.847.760.000,00",Tidak,"250.000.000,00",Tidak,Tidak,"9.923.359.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"13.212.326.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,"9.464.504.000,00"
109,Kab. Ogan Komering Ilir,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,"10.154.291.000,00",Tidak,Tidak,-,Tidak,Tidak,"14.680.362.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
110,Kab. Ogan Komering Ulu,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"12.656.187.000,00",Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
111,Kota Palembang ,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,"7.612.849.000,00",Tidak,Tidak,Tidak,Tidak
112,Kota Prabumulih,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,"7.938.687.000,00",Tidak,-,"10.809.843.000,00","11.553.020.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
113,Kota Pagar Alam,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"10.557.416.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
114,Kota Lubuk Linggau,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"12.656.187.000,00",Tidak,Tidak,Tidak,"9.427.191.000,00",Tidak,-,"11.410.390.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,"9.015.674.000,00"
115,Kab. Banyuasin,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"9.556.980.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
116,Kab. Ogan Ilir,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"7.847.760.000,00",Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"13.935.814.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
117,Kab. OKU Timur,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,"10.269.351.000,00",Tidak,Tidak,-,"9.556.980.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
118,Kab. OKU Selatan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.338.245.000,00",Tidak,"250.000.000,00",Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
119,Kab. Empat Lawang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,"8.434.855.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
120,Kab. Penukal Abab Lematang Ilir,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"7.720.110.000,00","9.319.215.000,00",Tidak,"250.000.000,00",Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"11.212.296.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
121,Kab. Musi Rawas Utara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.650.138.000,00","9.809.700.000,00",Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,"13.935.814.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
122,Provinsi  Bengkulu,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"9.809.700.000,00","11.911.705.000,00",Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
123,Kab. Bengkulu Selatan,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
124,Kab. Bengkulu Utara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,"9.923.359.000,00",-,Tidak,Tidak,Tidak,"11.735.422.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
125,Kab. Rejang Lebong,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,"9.427.191.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"9.556.980.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
126,Kota Bengkulu,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,"11.410.390.000,00",Tidak,Tidak,"12.468.886.000,00",-,"10.751.602.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"12.417.340.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
127,Kab. Kaur,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
